node,label,longitude,latitude,degree,degree_centrality,betweenness,closeness,eigenvector,core_number,k_shell,eccentricity,top_10pct_degree,top_10_betweenness,selected_k_core,max_core_node,incident_roads,degree_rank,degree_rank_pct,betweenness_rank
2098157040,2098157040,-36.7824321,-6.4085811,3,0.0049504950495049506,0.013086763221776723,0.00029112311007833567,0.0006386796353737126,2,2,31,0,0,1,1,Rua Sinval Azevedo / residential | residential,340,0.5601317957166392,330
2098157043,2098157043,-36.7852901,-6.410499,4,0.006600660066006601,0.025600741892371055,0.00030847031450968233,0.0027686039931965143,2,2,31,1,0,1,1,Rua Sinval Azevedo / residential | residential,45,0.07413509060955518,209
2098157045,2098157045,-36.7858416,-6.4111431,4,0.006600660066006601,0.026800861904372256,0.0003121888557068813,0.004202897309219839,2,2,31,1,0,1,1,Rua Leoncio Etelvino de Medeiros / residential | Rua Sinval Azevedo / residential,43,0.07084019769357495,205
2098157048,2098157048,-36.7842483,-6.4096938,4,0.006600660066006601,0.02648446662848103,0.00030192104179488317,0.0016209783676025353,2,2,31,1,0,1,1,Rua Sinval Azevedo / residential | residential,44,0.07248764415156507,207
2098158324,2098158324,-36.7844474,-6.4094093,3,0.0049504950495049506,0.0588440662248043,0.0002992746403200029,0.0008259577590172553,2,2,31,0,0,1,1,Rua Ângelo Tomé / residential | residential,173,0.28500823723228996,115
2098160530,2098160530,-36.7836149,-6.4106889,3,0.0049504950495049506,0.024536999154460903,0.00030422037625917324,0.0008887158648617536,2,2,32,0,0,1,1,Rua Nemézio Palmeira / residential | residential,253,0.41680395387149916,217
2098160533,2098160533,-36.7846996,-6.4090515,4,0.006600660066006601,0.023565992962932658,0.00029995141331692703,0.000696897142726357,2,2,33,1,0,1,1,Rua Manoel Martiniano de Medeiros / tertiary | residential,50,0.08237232289950576,221
2098164826,2098164826,-36.7847639,-6.4113459,3,0.0049504950495049506,0.021689441671439873,0.0003105504591357291,0.0012864560218672915,2,2,32,0,0,1,1,Rua Nemézio Palmeira / residential | residential,265,0.43657331136738053,234
2098164829,2098164829,-36.7853129,-6.4117382,3,0.0049504950495049506,0.021405776941330498,0.00031540429494789703,0.0015181757654849895,2,2,33,0,0,1,1,Rua Nemézio Palmeira / residential | residential,268,0.4415156507413509,237
2098164831,2098164831,-36.7823406,-6.4099331,3,0.0049504950495049506,0.02704634099773614,0.0002980740658554099,0.0004556807315331281,2,2,32,0,0,1,1,Rua José Barros de Medeiros / residential | Rua Nemézio Palmeira / residential,246,0.4052718286655684,204
2098165919,2098165919,-36.7833806,-6.4111158,3,0.0049504950495049506,0.028982898289828984,0.00030480990534310047,0.001027535612171534,2,2,33,0,0,1,1,Rua Hiroilton Pereira / residential | Rua Maria Augusta de Jesus / residential,240,0.3953871499176277,198
2098165923,2098165923,-36.7821128,-6.4103368,3,0.0049504950495049506,0.046973788287919704,0.000298342177723775,0.000477066689974519,2,2,33,0,0,1,1,Rua Hiroilton Pereira / residential | Rua José Barros de Medeiros / residential,194,0.31960461285008235,145
2098168129,2098168129,-36.7818057,-6.4107782,3,0.0049504950495049506,0.029353844475356626,0.0002957424435839821,9.211301955703881e-05,2,2,34,0,0,1,1,Rua José Barros de Medeiros / residential | residential,236,0.38879736408566723,194
2098168131,2098168131,-36.7814883,-6.4113511,3,0.0049504950495049506,0.01573793743010665,0.0002968485725509812,5.1070411136007763e-05,2,2,35,0,0,1,1,Rua José Barros de Medeiros / residential | residential,316,0.5205930807248764,297
2098168836,2098168836,-36.7856232,-6.4101827,3,0.0049504950495049506,0.015121512151215122,0.00030774843723736214,0.0016150617314632514,2,2,33,0,0,1,1,Rua Manoel Martiniano de Medeiros / tertiary | residential,322,0.5304777594728172,304
2098169301,2098169301,-36.7862123,-6.4107983,4,0.006600660066006601,0.029741155933775198,0.0003113835461277502,0.004541910566608632,2,2,33,1,0,1,1,Rua Leoncio Etelvino de Medeiros / residential | Rua Manoel Martiniano de Medeiros / tertiary,42,0.06919275123558484,193
2098169303,2098169303,-36.7866353,-6.4103733,4,0.006600660066006601,0.020745710934729836,0.00030867712225249734,0.005529441027474383,2,2,34,1,0,1,1,Rua João Florentino de Medeiros / residential | Rua Leoncio Etelvino de Medeiros / residential | Rua Maria Josefina de Medeiros; Rua João Florentino de Medeiros / residential,57,0.09390444810543658,242
2098169455,2098169455,-36.7867377,-6.4113998,3,0.0049504950495049506,0.08709052723454164,0.0003146491059143776,0.004832807039212034,2,2,32,0,0,1,1,Rua Manoel Martiniano de Medeiros / tertiary | Rua Sinval Azevedo / residential,156,0.257001647446458,92
2098169863,2098169863,-36.7842677,-6.4085584,3,0.0049504950495049506,0.010937457382101846,0.000295185294767629,0.0005640060485325529,2,2,32,0,0,1,1,Rua Manoel Martiniano de Medeiros / tertiary | residential,364,0.5996705107084019,354
2098173308,2098173308,-36.791035,-6.4122613,4,0.006600660066006601,0.04523361427051796,0.00031599745015150954,0.26247303062655153,2,2,31,1,0,1,1,Rua Cipriano Lopes Galvão / residential | Rua Leôncio Pires Galvão / residential,36,0.05930807248764415,148
2098173309,2098173309,-36.7889906,-6.4109221,4,0.006600660066006601,0.03526170798898072,0.00031569232973574626,0.03629259316414415,2,2,33,1,0,1,1,Rua Cipriano Lopes Galvão / residential | Rua Francisco Gomes / residential | Rua Luiz André de Maria / residential,40,0.06589785831960461,175
2098173310,2098173310,-36.7885815,-6.4106232,4,0.006600660066006601,0.039358481302675725,0.0003142570374406517,0.0203022729943083,2,2,33,1,0,1,1,Rua Doutor Drummond / residential | Rua Luiz André de Maria / residential,38,0.06260296540362438,165
2098173311,2098173311,-36.7900506,-6.4145029,4,0.006600660066006601,0.020772986389548047,0.0003115535283588787,0.058720588320230895,2,2,33,1,0,1,1,Rua Doutor José Augusto Bezerra de Medeiros / residential | Rua João Gomes / residential,56,0.09225700164744646,241
2098173312,2098173312,-36.7897948,-6.4134406,3,0.0049504950495049506,0.018454572730000274,0.00031564433257648595,0.06861636323158297,2,2,32,0,0,1,1,Rua Doutor José Augusto Bezerra de Medeiros / residential | Rua Sebastião Araujo / residential,292,0.48105436573311366,269
2098173316,2098173316,-36.7907326,-6.4120722,4,0.006600660066006601,0.05518915527916428,0.00031690397575893854,0.1968475373057465,2,2,30,1,0,1,1,Praça Celso Azevedo / residential | Rua Cipriano Lopes Galvão / residential | Rua Joaquim José de Medeiros / residential,30,0.04942339373970346,128
2098173317,2098173317,-36.7901768,-6.4116917,4,0.006600660066006601,0.05426724490630881,0.0003171346465269202,0.11517811364768633,2,2,30,1,0,1,1,Rua Cipriano Lopes Galvão / residential | residential,32,0.05271828665568369,131
2098173318,2098173318,-36.7902112,-6.415101,4,0.006600660066006601,0.02093118402749366,0.00031431854330333435,0.037542452596506064,2,2,34,1,0,1,1,Rua Armando Pereira de Medeiros / residential | Rua Doutor José Augusto Bezerra de Medeiros / residential | residential,55,0.09060955518945635,240
2098173319,2098173319,-36.7904783,-6.4118896,4,0.006600660066006601,0.05140332215039686,0.00031700217845397646,0.1438042680045534,2,2,29,1,0,1,1,Praça Celso Azevedo / residential | Rua Cipriano Lopes Galvão / residential | Rua Juvenal Lamartine / residential,34,0.05601317957166392,136
2098173320,2098173320,-36.7918146,-6.4127846,4,0.006600660066006601,0.054900035458091266,0.00031361633932982716,0.26460465105339404,2,2,33,1,0,1,1,Rua Cipriano Lopes Galvão / residential | Rua Doutor Sérvulo Pereira de Araújo / residential,31,0.051070840197693576,129
2098173321,2098173321,-36.7924782,-6.4132713,4,0.006600660066006601,0.05698388020620244,0.0003116566561340959,0.2071008737921101,2,2,34,1,0,1,1,Rua Cipriano Lopes Galvão / residential | Rua Julio Barbosa / residential | Rua Julio Barbosa; Rua 24 de Outubro / residential,28,0.04612850082372323,122
